3201115,RS Umum Bina Husada,N/A
3201126, RS Umum Hermina Depok,N/A
3201130, RS Ibu dan Anak Citra Insani,N/A
3201141,RS Ibu dan Anak Tumbuh Kembang,N/A
3201152,RS Umum Mary Cileungsi Hijau,N/A
3201185, RS Umum Meilia,N/A
3201196,RS Umum Bunda Margonda,N/A
3201207, RS Umum MH. Thamrin,N/A
3277031, RS Umum Tk II Dustira,N/A
3205021, RS Umum Tk IV Guntur,N/A
3206055,RS Umum Islam Hj. Siti Muniroh,N/A
3206070,RS Umum Jasa Kartini,N/A
3207045,RS Umum Permata Bunda,N/A
3208035,RS Umum Sekar Kamulyan,N/A
3209051,RS Umum Mitra Plumbon,N/A
3211026,RS Umum Pakuwon,N/A
3213021,RS Umum PTPN VIII ,N/A
3213032,RS Umum TNI AU Lanud Suryadarma,N/A
3215067,RS Umum Proklamasi,N/A
3215089,RS Umum Saraswati,N/A
3215123, RS Umum Citra Sari Husada,N/A
3215134,RS Umum Izza,N/A
3275024, RS Umum Mekar Sari  Bekasi,N/A
3275050,RS Umum Budi Lestari,N/A
3275061,RS Helsa,N/A
3275083, RS Seto Hasbadi,N/A
3275094, RS Umum Mitra Keluarga Bekasi Barat,N/A
3216104,RS Umum Karya Medika,N/A
3275130,RS Umum Bhakti Kartini,N/A
3216152,RS Umum Siloam,N/A
3216174,RS Umum Rawa Lumbu,N/A
3216185,RS Umum Hosana Medica,N/A
3275196,RS Umum Bella,N/A
3216218,RS Umum Ananda,N/A
3275263,RS Umum Citra Harapan,N/A
3275274,RS Umum Jati Sampurna,N/A
3216285,RS Umum St Elisabeth,N/A
3275296,RS Umum Islam dr. Subki Abdulkadir,N/A
3216329,RS Umum Permata Cibubur,N/A
3271024,RS Umum Salak,N/A
3271126,BMC Mayapada Hospital,N/A
3272051,RS Umum Assyifa Sukabumi,N/A
3273074,RS Umum Santo Borromeus,N/A
3273085,RS Umum Advent Bandung,N/A
3273096,RS Umum Pindad,N/A
3273106, RS Umum Muhammadiyah,N/A
3273110,RS Umum Bungsu,N/A
3273165,RS Ibu dan Anak Limijati,N/A
3273176,RS Umum Tk IV 03.07.03Sariningsih,N/A
3273431, RS Khusus Bedah Halmahera Siaga,N/A
3273442,RS Umum Bina Sehat ,N/A
3273464,RS Khusus Gigi dan Mulut UNPAD,N/A
3273517,RS Umum AMC ,N/A
3274020, RS Umum Tk. III Ciremai,N/A
3274031,RS Ibu dan Anak Panti Abdi Dharma,N/A
3274053,RS Umum Pelabuhan Cirebon,N/A
3274064, RS Ibu dan Anak Putera Bahagia,N/A
3274075,RS Umum Budi Luhur,N/A
3274090,RS Umum Sumber Kasih,N/A
3274100, RS Umum Budi Asta,N/A
3274111,RS Umum Muhammadiyah,N/A
3301105, RS Umum Aprilia,N/A
3302132,RS Umum Islam Purwokerto,N/A
3302154, RS Umum Bunda,N/A
3302180,RS Umum Sinar Kasih,N/A
3302224,RS Umum Siaga Medika Banyumas,N/A
3303064,RS Umum Nirmala,N/A
3304021, RS Umum Emmanuel,N/A
3305033,RS Umum Palang Biru Gombong,N/A
3305103,RS Umum PKU Muhammadiyah Sruweng,N/A
3306082,RS Umum Panti Waluyo Yakkum Purworejo,N/A
3307035, RS Ibu dan Anak Adina,N/A
3309041,RS Umum Dr. Oen Sawit,N/A
3309063,RS Umum PKU Aisyiyah Boyolali,N/A
3309074,RS Umum Umi Barokah,N/A
3309085,RS Umum  Karanggede Sisma Medika,N/A
3310052, RS Ibu dan Anak Aisyiah,N/A
3310395,RS Umum Cakra Husada,N/A
3311224,RS Umum Dr. Oen Solo Baru,N/A
3312306,RS Umum  Amal Sehat,N/A
3313033,RS Umum PKU Muhammadiyah Karang Anyar,N/A
3314023,RS Umum Mardi Lestari Sragen,N/A
3314056, RS Umum Islam Amal Sehat Sragen,N/A
3315013, RS Umum Daerah Dr. R.Soedjati Soemodiardjo,N/A
3315035, RS Umum Permata Bunda,N/A
3315046,RS Umum Muhammadiyah Gubug,N/A
3315057, RS Umum Habibullah,N/A
3316062,RS Umum Bantuan Blora,N/A
3318075,RS Umum Mitra Bangsa Pati,N/A
3318097,RS Umum Bantuan Pati,N/A
3319010,RS Umum Daerah dr. Loekmono Hadi,N/A
3319080, RS Umum  Islam Sunan Kudus,N/A
3319091,RS Ibu dan Anak Permata Hati,N/A
3319102, RS Umum Bantuan Kudus,N/A
3320032,RS Umum Sultan Hadlirin Jepara,N/A
3320043,RS Umum Graha Husada,N/A
3321033,RS Umum Islam NU Demak,N/A
3322071, RS Umum Bina Kasih,N/A
3323024,RS Umum Ngesti Waluyo,N/A
3323046,RS Umum Gunung Sawo Kab. Temanggung,N/A
3325026, RS Umum Bhakti Waluyo,N/A
3326016,RS Umum Islam PKU Muhammadiyah Pekajangan,N/A
3327021,RS Umum Santa Maria Pemalang,N/A
3327043,RS Umum Islam Al-Ikhlas,N/A
3329045,RS Umum Siti Asiyah,N/A
3329056,RS Umum Muhammadiyah Siti Aminah,N/A
3329067, RS Umum Dedy Jaya,N/A
3329078,RS Umum Bhakti Asih,N/A
3371084, RS Umum Lestari Raharja,N/A
3371131,RS Umum Harapan,N/A
3371142,RS Umum Islam Magelang,N/A
3372074, RS Umum Panti Waluyo,N/A
1208068,RS Seger Waras,N/A
3373090,RS Umum Puri Asih,N/A
3374032,RS Umum William Booth,N/A
3374065, RS Umum Tk.III Bhakti Wira Tamtama Smg,N/A
3374080, RS Umum Roemani Muhammadiyah,N/A
3374203,RS Umum Bhayangkara Akpol Semarang ,N/A
3374240,RS Panti Wilasa ,N/A
3374284, RS Ibu dan Anak Bunda Semarang,N/A
3374316, RS Ibu dan Anak Gunung Sawo,N/A
3374331,RS Umum Banyumanik,N/A
3375022,RS Umum Budi Rahayu,N/A
3375033,RS Umum Siti Khodijah,N/A
3376023,RS Umum  Mitra Siaga,N/A
3376082,RS Umum Islam Harapan Anda,N/A
3376093, RS Ibu dan Anak Kasih Ibu Tegal,N/A
3401037,RS Umum Rizki Amalia Medika,N/A
3402042,RS Ibu Anak Ummi Khasanah,N/A
3403021,RS Umum Nur Rohmah,N/A
3404135,RS Umum Dharma,N/A
3471085,RS Khusus Jiwa Puri Nirmala,N/A
3471223, RSU Bedah Patmasuri,N/A
3471256,RS Khusus Ibu dan Anak Bhakti Ibu,N/A
3471293,RSK THT Sari Asih,N/A
3471303,RS Khusus Ibu dan Anak 45 Prof. Dr. Ismangoen,N/A
3471314,RSK THT Prof R Oepomo,N/A
3471325,RS Khusus Ibu dan Anak Permata Bunda,N/A
3471336,RS Bethesda Lempuyangwangi,N/A
3471362,RS Khusus Gigi Mulut Prof. Soedomo FKG UGM,N/A
3502123,RS Umum Darmayu Ponorogo,N/A
3502134,RS Umum Muhammadiyah Ponorogo,N/A
3502145,RS Griya Waluya,N/A
3503022,RS Umum Budi Asih Trenggalek,N/A
3504045,RS Umum Islam Orpeha,N/A
3506025,RS Toelongredjo,N/A
3507015, RS Bala Keselamatan Bokor,N/A
3579074,RS Baptis Batu,N/A
3508053,RS Wijaya Kusuma,N/A
3509021,RS Perkebunan PTPN X (Persero) Jember,N/A
3509101,RS Utama Husada Jember,N/A
3509112,RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember,N/A
3512034,RS Elizabeth,N/A
3514025,RS Islam Masyithoh Bangil,N/A
3515030,RS Umum  Pusdik Polri Porong ,N/A
3515096,RS Umum Delta Surya,N/A
3515110, RS Umum Jasem,N/A
3576076,RS Emma,N/A
3517021,RS Kristen Mojowarno,N/A
3517043,RS Ibu dan Anak Muslimat Jombang,N/A
3517076,RS Umum Islam Jombang,N/A
3522036,RS Umum Muhamadiyah Sumberejo,N/A
3523041,RS Medika Mulia Tuban,N/A
3523052,RS Muhammadiyah Tuban,N/A
3528024,RS Umum Larasati Pamekasan,N/A
3529025,RS Islam Garam Kalianget,N/A
3571020,RS TK. IV 05.07.02 Kediri,N/A
3571042,RS Baptis Kediri,N/A
3571111,RS Ibu dan Anak Nirmala Kediri,N/A
3572021,RS Katolik Budi Rahayu,N/A
3572043,RS Umum Syuhada Haji,N/A
3573022,RS Tk. II Dr. Soepraoen,N/A
3573044,RS Umum Panti Nirmala,N/A
3507102,RS Angkatan Udara dr. Mohammad Moenir,N/A
3573215,RSU Islam Aisyiyah Malang,N/A
3507230,RS Sumber Sentosa,N/A
3507241, RS Umum Islam Madinah Kasembon,N/A
3574023,RS Umum Dharma Husada,N/A
3576036,RS Gatoel,N/A
3576040,RS Reksa Waluya,N/A
3576051,RS Islam Hasanah Muhammadiyah ,N/A
3516062,RS Islam Sakinah,N/A
3577026,RS Umum Santa Clara,N/A
3577030,RS Umum TNI AD Tk. IV 05.04.01 Kota Madiun,N/A
3520041,RS Angkatan Udara dr. Efram Harsana,N/A
3578020,RS dr. Ramelan,N/A
3578031,RS William Booth Surabaya,N/A
3578042,RS Umum Katholik Surabaya,N/A
3578053,RS Darmo,N/A
3578064,RS Adi Husada Undaan,N/A
3578090,RS TNI AL Dr. Oepomo,N/A
3578100,RS Umum Adi Husada Kapasari,N/A
3578111,RS Islam Surabaya,N/A
3578144,RS Marinir Ewa Pangalila Gunungsari,N/A
3578166,RS Soemitro Lanud Moeljono Surabaya,N/A
3578202,RS Mata Undaan,N/A
3578261,RS Ibu dan Anak IBI Surabaya,N/A
3578476,RS Umum Al-Irsyad Surabaya,N/A
3578556,RS Premier Surabaya,N/A
3578582,RS Umum  Mitra Keluarga Surabaya,N/A
3578593,RS Ibu dan Anak Pura Raharja,N/A
3578603,RS Gotong Royong,N/A
3578614,RS Bhakti Rahayu,N/A
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,N/A
3578731,RS Gigi dan Mulut Nala Husada,N/A
3578742,RS Islam Darus Syifa,N/A
3578753,RS Onkologi,N/A
3603023,RS  Q a d r,N/A
3603034, RS Ibu dan Anak Lestari,N/A
3603060,RS Bhineka Bakti Husada,N/A
3674071,RS Khusus Jiwa Dharma Graha,N/A
3603082,RS Ichsan Medical Center,N/A
3603093,RS Ibu dan Anak Putra Dalima,N/A
3603104,RS Ibu dan Anak Selaras,N/A
3603115,RS Omni,N/A
3604024,RS Tk.IV Kencana Serang,N/A
3604035,RS Budiasih,N/A
3604046,RS Bedah Benggala,N/A
3671054, RS Siloam Hospitals Lippo Village,N/A
3671065,RS EMC Tangerang,N/A
3671080, RS  Mayapada,N/A
3671091, RS Ibu dan Anak Keluarga Ibu,N/A
3674102,RS Premier Bintaro,N/A
3674113, RS Eka,N/A
3671124, RS Melati,N/A
3671135,RS Mulya,N/A
3672011,RS Krakatau Medika,N/A
5101053,RS Umum Kertayasa,N/A
5103021,RS Khusus Bedah BIMC,N/A
5106014,RS Umum Daerah Kabupaten Bangli,N/A
5108020,RS Tk.IV Singaraja,N/A
5108031,RS Umum Kertha Usadha,N/A
5108042,RS umum Karya Dharma Husada,N/A
5171031,RS TK. II  Udayana,N/A
5171053,RS Umum Manuaba,N/A
5171086,RS Umum Surya Husadha,N/A
5171111,RS Umum Kasih Ibu,N/A
5171122,RS Umum Dharma Yadnya,N/A
5171133,RS Umum Puri Raharja,N/A
5171155,RS Umum Bhakti Rahayu,N/A
5171166,RS Ibu dan Anak Harapan Bunda,N/A
5171170,RS Umum Graha Asih,N/A
5171181,RS Gigi dan Mulut Saraswati Denpasar,N/A
5171192,RS Umum Prima Medika,N/A
5171203,RS Umum Balimed,N/A
5171215,RS Ibu dan Anak Puri Bunda,N/A
5202022,RS Islam Yatofa,N/A
5271021,RS Angkatan Darat REM Wira Bhakti Mataram,N/A
5271032,RS Islam Siti Hajar,N/A
5271043,RS Umum Khatolik Saint Antonius  Ampenan,N/A
5271065,RS Bhayangkara Mataram,N/A
5301022, RS  Karitas Weetabula,N/A
5302012, RS Kristen Lindimara,N/A
5306020,RS Katholik Marianum Halilulik,N/A
5309012,Rumah Sakit Umum Daerah dr. Hendrikus Fernandez La,N/A
5308023, RS  Bukit Lewoleba,N/A
5309034,RS Damian Lembata,N/A
5310023, RS St Elizabeth Lela,N/A
5311024, RS St Antonius Jopu,N/A
5313026, RS  ST Rafael Cancar,N/A
6172044,RS Tk. IV 12.07.01 Singkawang,N/A
6102055,RS Umum Bethesda Serukam,N/A
6172070,RS Kusta Alverno Singkawang,N/A
6172113,RS Umum Santo Vincentius Singkawang,N/A
6172124,RS Umum Harapan Bersama Singkawang,N/A
6101135,RS Santa Elizabeth,N/A
6105026,RS Parindu,N/A
6171033,RS Umum St. Antonius Pontianak,N/A
6171124,RS Anugerah Bunda Khatulistiwa,N/A
6112135,RS Angkatan Udara dr. Mohammad Sutomo,N/A
6271023,RS Tk.IV Palangkaraya,N/A
6309025,RS Umum Pertamina Tanjung,N/A
6371024,RS Umum Suaka Insan,N/A
6371050,RS Tk.III Dr. R.Soeharsono,N/A
6371094,RS Umum Sari Mulia,N/A
6371130,RS Khusus Bedah Banjarmasin Siaga,N/A
6371152,RS Bhayangkara Tk. III Banjarmasin,N/A
6408014,RS Pratama Langap,N/A
6471025,RS  Pertamina Balikpapan,N/A
6472030,RS Umum Dirgahayu,N/A
6472052,RS Ibu dan Anak  Aisyiyah Samarinda,N/A
6472096,RS Umum Bhakti Nugraha,N/A
6472107,RS Umum Haji Darjad,N/A
6473042,RS AL Ilyas Tarakan,N/A
6474010,RS LNG Badak,N/A
6474021,RS Pupuk Kaltim,N/A
7174024,RS Monompia,N/A
7173036, RS Bethesda GMIM Tomohon,N/A
7102040,RS Siloam GMIM Sonder,N/A
7173051, RS  Gunung Maria,N/A
7102062,RS Hermana,N/A
7102073, RS  Budi Setia,N/A
7105084, RS Cantia Tompasobaru,N/A
7102095, RS  Tonsea,N/A
7105116,RS Kalooran,N/A
7171050,RS Pancaran Kasih,N/A
7171061,RS Bhayangkara Manado,N/A
7171072, RS Permata Bunda,N/A
7171083,RS Advent Manado,N/A
7172014,RS Budi Mulia Bitung,N/A
7172025,Rumkital dr. Wahyu Slamet Bitung,N/A
7204043,RS GKST Tentena,N/A
7271040,RS Woodward,N/A
7271084,RS Ibu dan Anak Sitti Masyithah,N/A
7271116,RS Ibu dan Anak Tinatapura,N/A
7317020, RS Umum Inco Sorowako,N/A
7373064, RS At - Medika,N/A
7318021, RS Fatima Makale,N/A
7371052, RS Akademis Jaury,N/A
7371096,RS Khusus Daerah Dadi,N/A
7371180, RS Ibu dan Anak Sentosa,N/A
7371201, RS Bersalin Restu Makassar,N/A
7371223, RS Ibu dan Anak Chaterine Booth,N/A
7371293, RS Islam Faisal,N/A
7371351, RS Umum Luramay,N/A
7372031,RS Tk IV 07.07.03 Dr. Sumantri,N/A
7471055, RS  PMI Kendari,N/A
7471070,RS Bhayangkara Kendari,N/A
7471081, RS Griya Husada Bakti,N/A
7471103, RS Ibu dan Anak Permata Bunda,N/A
8101026,RS Hati Kudus Langgur,N/A
8101030,RS St. Yusuph Elat,N/A
8101041,RS Fatima Saumlaki,N/A
8101052,RS Bergerak Kab. Maluku Tenggara Barat,N/A
8171030,RS AL Ambon,N/A
8171052,RS Lanu Patimura,N/A
8171074,RS Hative,N/A
8171096,RS Umum Bakti Rahayu,N/A
8171110,RS Al Fatah,N/A
8271020,RS Tk.IV 16.07.01 TNI AD Ternate,N/A
8271031,RS Umum Dharma Ibu Ternate,N/A
9101021,RS PT. Freeport Indonesia,N/A
9102011,RS Umum Daerah Manokwari,N/A
9102022,RS Pembantu Manokwari,N/A
9171021,RS Pertamina Sorong,N/A
9201011,RS Mitra Masyarakat Timika,N/A
9202024,RS Efata Angguruk,N/A
9211014,RS Immanuel,N/A
9205030,RS Angkatan Laut dr. R Gandhi AT,N/A
3518047,RS Ibu dan Anak Alf Subtin,N/A
9271078,RS Umum Daerah Yowari Sentani,N/A
1218158,RS Grandmed ,N/A
7171094, RS Islam Sitti Maryam,N/A
3302052,RS Khusus Bedah Orthopedi,N/A
1805045,RS Umum Harapan Bunda,N/A
3302174,RS Ibu dan Anak Bunda Arif,N/A
3374054,RS Umum Permata Medika ,N/A
3517087,RS Unipdu Medika Jombang,N/A
3578224,RS Umum Islam Surabaya Jemursari ,N/A
3674157,RS Medika BSD ,N/A
5108064,RS Umum Parama Sidhi ,N/A
7371107,Rumah Sakit Ibu Dan Anak Masyita,N/A
7471125, RS Mitra Sakinah Idaman,N/A
7603022, RS Banua Mamase,N/A
7605013,RS Umum Daerah Mamuju Utara,N/A
8171121,RS Bhayangkara Ambon,N/A
1211124,RS Umum Efarina Etaham,N/A
1275147,RS Umum Full Bethesda,N/A
1212171,RS Umum Rahmad Hidayah,N/A
1213046,RS Umum Rachmad Insani,N/A
1218013,RS Umum Trianda,N/A
1218024,RS Umum Melati ,N/A
1275309,RS Khusus Mata Medan Baru Medical Centre,N/A
1275804,RS Ibu dan Anak Badrul Aini,N/A
1408067,RS Umum PT Chevron Pacific Indonesia,N/A
1473078,RS Bhayangkara Dumai,N/A
1471067,RS Umum  Eka Hospital Pekanbaru,N/A
1871037, RS Ibu dan Anak Anugerah Medika,N/A
1872031,RS Umum Islam Metro,N/A
3172137,RS Ibu dan Anak Sayyidah,N/A
3207056,RS Umum Al - Arif,N/A
3208046,RS Umum Juanda,N/A
3214031,RS Umum Siloam Purwakarta,N/A
3275035,RS Umum Sentosa,N/A
3275141,RS Umum Permata Bekasi,N/A
3216340,RS Umum Medirossa Cikarang,N/A
3216362,RS Umum Karya Medika II,N/A
3201150,RS Umum Family Medical Center,N/A
3275017,RS Ibu dan Anak Karunia Kasih,N/A
3275039,RS Umum Masmitra,N/A
3275052,RS Umum Juwita,N/A
3276017,RS Umum Sentra Medika,N/A
3277018,RS Umum Mitra Anugrah Lestari,N/A
3302063, RS Khusus Bedah Jatiwinangun,N/A
3208057,RS Umum El - Syifa,N/A
3578235,RS Bunda ,N/A
1213057,RS Umum Delia,N/A
1275061,RS Umum Delima Medan,N/A
1275321,RS Umum Siti Hajar,N/A
1671094,RS Umum Sriwijaya,N/A
1702034,RS Pembantu Curup Bengkulu,N/A
1703045,RS Hana Charitas Arga Makmur,N/A
2071048,RS Ibu dan Anak Mutiara Aini,N/A
3175075,RS Umum Mulyasari,N/A
3306023,RS Umum  Aisyiyah,N/A
3309128,RS Umum Asy-Syifa Sambi,N/A
3314078,RS Ibu dan Anak Restu Ibu,N/A
3317026,RS Umum Islam Arafah,N/A
3319043,RS Umum  Nurussyifa,N/A
3328042,RSU Mitra Keluarga Tegal,N/A
5108075,RS Umum Shanti Graha,N/A
5310034,RS Umum St. Gabriel Kewapante Sikka,N/A
7373031,RS Bantuan 07.08.05 Palopo,N/A
8271042,RS Islam PKU Muhammadiyah Maluku Utara,N/A
8271053,RS Medika Harifalm Ternate,N/A
1902042,RS Umum Arsani,N/A
3202084,RS Umum Bhakti Medicare,N/A
1202028,RS Umum Permata Madina Panyabungan,N/A
3276028,RS Umum Mitra Keluarga Depok,N/A
1872053,RS Ibu dan Anak Anugerah Medical Center Metro,N/A
1276036,RS Umum Artha Medica,N/A
3275373,RS Umum Mitra Keluarga Cibubur,N/A
3603047,RS Selaras,N/A
3671082,RS Islam Sari Asih Ar-rahmah,N/A
5171097,RS Umum Bali Royal,N/A
3171072,RS Umum Dr. Suyoto Pusrehab Kemhan,N/A
5305024,RS Kusta dan Cacat Umum Bunda Pembantu Abadi,N/A
1375051,RS Umum Madina,N/A
3217121,RS Umum Cahya Kawaluyan,N/A
5306053,RS Bantuan Atambua,N/A
6404043,RS Umum Meloy,N/A
3603168,RS Suci Paramita,N/A
1771062,RS Tiara Sella,N/A
3329101,RS Umum Dera As-Syifa,N/A
7571021,RS Bunda,N/A
9215011,RS Umum Daerah Agats Kab. Asmat,N/A
3216374,RS Umum Multazam Medika,N/A
3404180,RS Ibu Anak Arvita Bunda,N/A
3208058,RS Umum Kuningan Medical Center,N/A
6471074,RS Medika Utama Permata,N/A
3504057,RS Ibu dan Anak Fauziah ,N/A
5104034,RS Umum Ganesha,N/A
3578246,RS Muji Rahayu,N/A
7208012,RS Ibu dan Anak Defina,N/A
3505035,RS Umum Ananda,N/A
3201229,RS Umum Citama,N/A
3603201,RS Khusus THT-Bedah KL Proklamasi BSD,N/A
